"","garrett_67","garrett_53","garrett_47","garrett_50","garrett_60","garrett_76","garrett_51","garrett_61","garrett_96","garrett_35","garrett_34","garrett_95","garrett_49","garrett_39","garrett_85","garrett_57","garrett_89","garrett_38","garrett_68","garrett_62","garrett_66","garrett_41","garrett_71","garrett_70","garrett_78","garrett_40","garrett_45","25617X23","25617X24","25617X25","25617X26","25617X27","25617X28","25617X29","25617X30","25617X31","25617X32","25617X33","25617X34","25617X35","25617X36","25617X37","25617X38","25617X39","25617X40","25617X41","25617X42"
"Pantoea sp. X85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85022975538351e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erwinia sp. Ejp617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,6.22989431399623e-05,5.87803431478872e-05,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Arsenophonus endosymbiont of Aphis craccivora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Sodalis pierantonius",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0,0,0,5.31612327026639e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. OE 28.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,0.000837114299586465,0,0,0.000367582577426019,4.15326287599748e-05,5.87803431478872e-05,0.0101817441327699,0.00894070524282956,0.00490328274779965,0,0.00420822286748306,0.00033157872922452,0,0,0,0.00072132674658967,0,0,0
"Pseudomonas sp. A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014709848243399,0,0,0,0,0,0,0,0,0,0
"Pseudomonas alcaliphila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0,0.0013910333987119,0,0,0.00125578230671227,0.00334845719834586,0.00101854824863054,0.000744257257837295,0.000840188748402329,0.000145364200659912,0.000411462402035211,0.0441208912420031,0.0894070524282955,0.159356689303489,0.00118452736512041,0.0378740058073476,0.00198947237534712,0.00313958300629344,0.000368383600298882,0.00215645338893389,0.00164874684934782,0.000450156682660358,0,0.0183958793230316
"Shewanella sp. OMA3-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shewanella mangrovisoli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184191800149441,0,0,0,0,0
"Alteromonas australica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. ANC 7201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70045951076702e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter bereziniae",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,5.25117967751455e-05,2.07663143799874e-05,0,0,0,0,0,0,0,0,0.000122794533432961,0,0,0,0,0
"Moraxella ovis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145506892661505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylomonas koyamae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0.000285405069707334,9.30126999540517e-05,0,0,0.000105023593550291,2.07663143799874e-05,5.87803431478872e-05,0.0152726161991549,0,0,0.000169218195017201,0,0,0,0.000122794533432961,0,0,0,0,0
"Gilliamella sp. wkB7",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156829534137869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212644930810656,0,2.07663143799874e-05,0,0,0,0,0.000169218195017201,0,0,0.000285416636935767,6.13972667164803e-05,0,0,0,0,0
"Palleronia sp. LCG004",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0.000186025399908103,4.85022975538351e-05,0.000318967396215983,0,0.000353027344459786,5.87803431478872e-05,0,0,0,0.00101530917010321,0,0,0,6.13972667164803e-05,0,0,0,0,0.000681328863815987
"Rickettsia asembonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactiplantibacillus argentoratensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus sp. ESL0681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,2.07663143799874e-05,0,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Mycobacterium tuberculosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000681328863815987
"Curtobacterium sp. MCBD17_026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25117967751455e-05,8.30652575199497e-05,0,0,0,0,0,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Clavibacter nebraskensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0.00019400919021534,0,5.25117967751455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Protaetiibacter sp. SSC-01",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013910333987119,0,0,5.70810139414668e-05,0.000651088899678362,4.85022975538351e-05,0,0,0,5.87803431478872e-05,0,0,0.00245164137389983,0,0,0,0,0,0,0,0,0,0
"Streptomyces sp. WA6-1-16",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145506892661505,0,0,0,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces sp. B146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25117967751455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinoalloteichus sp. GBA129-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spiroplasma diminutum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228324055765867,0,0,0,0,0,0,0,0.00357628209713182,0,0,0,0,0,0,0,0,0,0,0
"Mycoplasma leachii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285416636935767,0,0,0,0,0,0
"Akkermansia sp. RCC_12PD",0,0,0.00401558045215436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85022975538351e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103046678084239,0,0,0.00204398659144796
"Carltongylesvirus ST32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carjivirus hominis",0.0129703788971935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,0.000279038099862155,0,0,5.25117967751455e-05,0,5.87803431478872e-05,0.0237574029764632,0.0536442314569773,0.0269680551128981,0,0.01367672431932,0,0.000570833273871534,0,0.000134778336808368,0.000103046678084239,0,0,0.00476930204671191
"Streptococcus sp. NCTC 11567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742053181239069,0.00139519049931078,0,0.000797418490539959,0.000105023593550291,0.000830652575199497,0.000999265833514083,0,0,0,0.00152296375515481,0.0105205571687077,0.00265262983379616,0.000285416636935767,0.000798164467314244,0.000269556673616736,0,0.000844043779988172,0.000643206771680892,0.00136265772763197
"Streptococcus sp. FDAARGOS_520",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus sp. FDAARGOS_521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117560686295774,0,0,0,0,0,0,0,0,0,0.000206093356168477,0,0,0
"Lactococcus paracarnosus",0,0,0.00401558045215436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,9.30126999540517e-05,9.70045951076702e-05,0.000106322465405328,0,0.000124597886279925,0.000176341029443662,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus sp. wkB8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338436390034402,0,0,0.000285416636935767,0,0,0,0,0,0
"Leuconostoc sp. MTCC 10508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus sp. JAS24-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0.000122794533432961,0,0,0,0,0
"Bacillus sp. Lzh-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049736809383678,0,0,0,0,0,0,0
"Lysinibacillus sp. YS11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rossellomorea sp. KS-H15a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus sp. M-152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114166654774307,0,0,0,0,0,0
"Paenibacillus sp. S25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000744101599632414,0,0,0,0,0,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Brevibacillus sp. HD3.3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22989431399623e-05,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Arcanobacterium buesumense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298757170172084,0,0,0.000808400902175407,0,0,0,0,0,0,0.000399567097590268,0,0,0,5.25117967751455e-05,0.000103831571899937,0,0,0,0,0.000169218195017201,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Pseudarthrobacter sulfonivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156829534137869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,0,0,0,0,0,5.87803431478872e-05,0,0,0,0,0.0031561671506123,0,0,0,0,0.000103046678084239,0,0,0
"Kocuria indica",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451406130095247,0,0,0,0,9.30126999540517e-05,0.000242511487769176,0.000106322465405328,0,2.07663143799874e-05,0,0,0.00715256419426364,0.00490328274779965,0,0,0,0.000570833273871534,0,0,0.000103046678084239,0,0.000214402257226964,0
"Paenarthrobacter ureafaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium lushaniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000651088899678362,0,0,0,8.30652575199497e-05,0,0.00339391471092331,0,0.00735492412169948,0,0,0.00016578936461226,0,0,0,0,0,0,0
"Leucobacter viscericola",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0.00225703065047623,0.00417310019613571,0,0,0.000114162027882934,0.000279038099862155,0.000291013785323011,0,5.25117967751455e-05,0.000290728401319824,0.000176341029443662,0,0,0,0.000169218195017201,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Curtobacterium sp. MR_MD2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,4.85022975538351e-05,0,0.000105023593550291,0,0,0,0,0.00245164137389983,0,0.00210411143374153,0,0,0,0,0,0,0,0
"Curtobacterium sp. MCPF17_002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,5.25117967751455e-05,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium sp. MCJR17_043",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,0,0,0,0.000106322465405328,0,0,0,0,0.00536442314569773,0,0,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Rathayibacter toxicus",0,0,0,0,0,0,0,0,0.00138091029606717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228324055765867,0.00055807619972431,0,0,0,8.30652575199497e-05,5.87803431478872e-05,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Janibacter cremeus",0,0,0,0,0.00691228312711689,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0,0.000145506892661505,0.000106322465405328,0,2.07663143799874e-05,5.87803431478872e-05,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Corynebacterium sp. FDAARGOS 1242",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279038099862155,0,0,0,0,0,0,0,0,0,0.00210411143374153,0,0.000285416636935767,0.000184191800149441,0,0,0,0,0
"Corynebacterium humireducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156829534137869,0,0,0,0.00149378585086042,0,0.00437815592072619,0,0,0,0,0,0,0,0.000114162027882934,0.000465063499770259,0,0,0,2.07663143799874e-05,5.87803431478872e-05,0,0,0,0,0,0,0.000285416636935767,0.000122794533432961,0,0,0,0,0
"Mycobacterium sp. Aquia_213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,0,4.15326287599748e-05,5.87803431478872e-05,0.0169695735546166,0,0,0,0,0,0,0,0,0,0,0,0
"Mycolicibacterium crocinum",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156829534137869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,5.31612327026639e-05,5.25117967751455e-05,4.15326287599748e-05,5.87803431478872e-05,0,0,0,0,0,0,0.000285416636935767,0,0,0,0,0,0
"Rhodococcus oxybenzonivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408797318289592
"Rhodococcus pseudokoreensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gordonia phthalatica",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235244301206803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028833936985756,0.000242511487769176,0,0,6.22989431399623e-05,0,0,0,0,0.000169218195017201,0,0,0,0.000122794533432961,0,0,0,0.000214402257226964,0
"Streptomyces sp. CA-256286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Streptomyces sp. WA1-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,9.30126999540517e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces sp. NBC_01236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149378585086042,0,0,0.000808400902175407,0,0,0,0,0,0,0,0,0,5.31612327026639e-05,5.25117967751455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces sp. NBC_01240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339391471092331,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces sp. NBC_00273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces sp. NBC_01281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214402257226964,0
"Streptomyces sp. NBC_00285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,0,0,0.00019400919021534,0,0,2.07663143799874e-05,0,0,0,0.00245164137389983,0,0,0,0,0,0,0,0,0,0
"Streptomyces sp. NBC_00343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptomyces cathayae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0.000169218195017201,0.0031561671506123,0,0,0,0,0,0,0,0
"[Kitasatospora] papulosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides sp. InS609-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0,0.000171243041824401,9.30126999540517e-05,4.85022975538351e-05,0,0,0,0,0,0,0.00490328274779965,0,0,0,0.000285416636935767,0,0,0,0,0,0
"Amycolatopsis sp. NBC_00348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0.00245164137389983,0,0,0,0,0,0,0,0,0,0
"Candidatus Planktophila lacus",0,0,0,0,0,0,0.00657591898467811,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145506892661505,5.31612327026639e-05,0,6.22989431399623e-05,0,0,0,0,0.000338436390034402,0,0,0,0,0,0,0,0,0
"Prochlorococcus sp. MIT 1300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0.000507654585051603,0,0,0,0,0,0,0,0,0
"Prochlorococcus sp. MIT 1341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anabaena sp. WA102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dolichospermum flos-aquae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cyanobacterium endosymbiont of Epithemia clementina EcSB",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Mycoplasma sp. NEAQ87857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0,0.000114162027882934,9.30126999540517e-05,4.85022975538351e-05,0,0.000157535390325437,6.22989431399623e-05,0,0,0,0,0.000169218195017201,0,0,0.000285416636935767,0,0,0,0,0,0
"Mycoplasma haemofelis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycoplasma tullyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0.000122794533432961,0,0.000309140034252716,0,0,0
"Spiroplasma apis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85022975538351e-05,5.31612327026639e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spiroplasma platyhelix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0.000134778336808368,0,0,0,0
"Mycoplasmopsis cynos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0,0.000228324055765867,0,9.70045951076702e-05,0.000531612327026639,0,0.000103831571899937,5.87803431478872e-05,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Mycoplasmopsis meleagridis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25117967751455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesomycoplasma hyorhinis",0,0,0,0,0,0,0,0.0144425187752744,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,0,0,0,0,5.25117967751455e-05,0,0,0,0,0,0.000169218195017201,0,0,0,0,0.000269556673616736,0,0,0,0
"Metamycoplasma cloacale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228324055765867,0,0,0,0,0,0,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Metamycoplasma phocicerebrale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0.000429780867015362,0,0.000103046678084239,0,0,0
"Mycoplasmoides fastidiosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycoplasmoides pneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117560686295774,0,0,0,0.000169218195017201,0.00105205571687077,0,0,0,0,0,0,0,0
"Akkermansia biwaensis",0,0,0,0.00503727584122507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Neptunochlamydia sp. REUL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31612327026639e-05,0,6.22989431399623e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chlamydia abortus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134778336808368,0,0,0,0
"Candidatus Blochmanniella vafra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70045951076702e-05,0,0,0,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yersinia massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31612327026639e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. N3-W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,4.85022975538351e-05,0,0,2.07663143799874e-05,0.000117560686295774,0,0,0,0.000169218195017201,0.00210411143374153,0,0,0,0,0,0,0,0
"Pseudomonas sp. S35",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31612327026639e-05,0,2.07663143799874e-05,0,0,0,0.0122582068694991,0,0,0,0,0,0,0,0,0,0.00613195977434388
