"","garrett_56","garrett_64","garrett_79","garrett_74","garrett_80","garrett_81","garrett_83","garrett_59","garrett_94","garrett_92","garrett_84","garrett_86","garrett_87","garrett_37","garrett_93","garrett_75","garrett_65","garrett_77","garrett_69","garrett_72","garrett_63","garrett_54","garrett_33","garrett_91","garrett_55","garrett_88","garrett_44","garrett_90","garrett_52","garrett_42","garrett_58","25617X43","25617X44","25617X45","25617X46","25617X47","25617X48","25617X49","25617X50","25617X51","25617X52","25617X53","25617X54","25617X55","25617X56","25617X57","25617X58","25617X59","25617X60","25617X61","25617X62","25617X63"
"Alteriqipengyuania flavescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Tsuneonella sp. CC-YZS046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0.0118147448015123,0.0113901702830457,0,0.031210986267166,0,0,0,0,0,0
"Tsuneonella mangrovi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410601736845347,0,0,0,0,0,0,0,0,0,0
"Tsuneonella flava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0,0,0,0,0.00938115638387692,0,0,0,0,0,0.00135308842432853,0
"Paraurantiacibacter namhicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0.00410601736845347,0,0,0,0.031210986267166,0,0,0,0,0,0
"Caenibius tardaugens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227803405660915,0.0156352606397949,0,0,0,0,0,0,0
"Caenibius sp. WL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0.00205300868422673,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Croceibacterium atlanticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0.00569508514152287,0.00938115638387692,0,0,0,0,0,0,0
"Sphingosinicella microcystinivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985545335085414,0.0301168533911577,0,0,0,0.0201952204644901,0.0302376680710384,0.00505823290633417,0.00454819379853776,0.0061590260526802,0,0.0968164474058887,0.0969386159667282,0.0624219725343321,0,0,0,0,0.00270617684865706,0.00161838485191779
"Sphingosinicella sp. BN140058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379367467975063,0.00113704844963444,0.00205300868422673,0,0.0113901702830457,0,0,0,0,0,0,0,0
"Sandaracinobacteroides saxicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604753361420767,0,0,0,0.0177221172022684,0.0227803405660915,0.00312705212795897,0,0,0,0,0,0,0
"Brevundimonas sp. SGAir0440",0,0.0527426160337553,0,0,0,0,0,0,0,0,0,0.0398089171974522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevundimonas sp. C43",0,0,0,0,0,0,0,0,0,0,0,0.0796178343949045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398565165404544,0,0,0,0,0,0,0,0,0.00604753361420767,0,0,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Brevundimonas sp. MF30-B",0.171526586620926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Brevundimonas sp. NIBR10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938115638387692,0,0,0,0,0,0,0
"Brevundimonas sp. NCCP 15609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Brevundimonas vancanneytii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128726636115545,0,0.00403168907613845,0.00252911645316709,0.00909638759707551,0.00410601736845347,0.041351606805293,0.00569508514152287,0.0687951468150974,0,0,0.0458085203847916,0,0,0.00405926527298559,0
"Brevundimonas goettingensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0.0159776313161574,0,0.0025745327223109,0,0.00403168907613845,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevundimonas naejangsanensis",0,0,0,0,0,0,0,0,0,0,0,0.0796178343949045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177777777777778,0,0,0,0,0,0,0.0161267563045538,0,0,0.00205300868422673,0,0,0.0125082085118359,0.015605493133583,0,0,0,0,0,0
"Brevundimonas diminuta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888888888888889,0,0.0180701120346946,0.0279608548032754,0,0.00128726636115545,0.01346348030966,0.0383010462233153,0.00379367467975063,0.00227409689926888,0.00410601736845347,0.0531663516068053,0.0227803405660915,0.162606710653867,0.031210986267166,0,0,0,0.0186933358257781,0.00135308842432853,0
"Brevundimonas vesicularis",0,0.0527426160337553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798881565807869,0,0,0,0.0080633781522769,0,0,0,0,0,0,0,0,0,0,0,0.00135308842432853,0
"Caulobacter sp. NIBR1757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227409689926888,0,0,0,0.0125082085118359,0.015605493133583,0,0,0,0,0,0
"Caulobacter vibrioides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460971112476952,0,0,0,0,0,0,0,0.0120467413564631,0,0,0.00128726636115545,0,0.0201584453806922,0,0.00227409689926888,0.00410601736845347,0.0472589792060491,0.0569508514152287,0.0844304074548923,0.109238451935081,0,0,0,0,0,0
"Phenylobacterium parvum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0,0,0,0,0.00938115638387692,0,0,0,0,0,0,0
"Terricaulis silvestris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Asticcacaulis sp. AND118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118147448015123,0,0,0,0,0,0,0,0,0
"Wolbachia endosymbiont of Cimex lectularius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0,0,0,0,0,0,0,0,0,0,0,0.00161838485191779
"Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0.0199720391451967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolbachia pipientis",0,0,0,0,0,0,0,0,0,0,0,0.0398089171974522,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0.0691562932226833,0,0,0,0.740740740740741,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0.0227803405660915,0,0.015605493133583,0,0,0,0.00934666791288906,0,0
"Anaplasma phagocytophilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279608548032754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neoehrlichia mikurensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128726636115545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rickettsia canadensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orientia tsutsugamushi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Trichorickettsia mobilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Bandiella numerosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015605493133583,0,0,0,0,0,0
"Candidatus Midichloria mitochondrii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"uncultured Hyphomonas sp.",0,0,0,0.109349371241115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625410425591795,0,0,0,0,0,0,0
"Hyphomonas sp. Mor2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyphomonas neptunium",0,0,0,0.0546746856205577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015605493133583,0,0,0,0,0,0
"Candidatus Viadribacter manganicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312705212795897,0,0,0,0,0,0,0
"Marinicauda algicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00798881565807869,0,0.00128726636115545,0,0.0080633781522769,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kordiimonas sp. SCSIO 12610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569508514152287,0.0375246255355077,0,0,0,0,0,0,0
"Kordiimonas pumila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604753361420767,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emcibacter sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luteithermobacter gelatinilyticus",0,0,0,0,0,0,0,0,0,0,0,0,0.0696378830083565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Pelagibacter ubique",0,0,0,0,0,0,0,0,0,0,0.253807106598985,0.0398089171974522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Fonsibacter ubiquis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0,0,0,0,0,0,0,0,0,0,0,0
"Parvularcula sp. IMCC14364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Nesciobacter abundans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus Paracaedibacter acanthamoebae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398565165404544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidithiobacillus ferrooxidans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403168907613845,0,0.00454819379853776,0,0,0,0,0,0,0,0,0,0,0
"Acidithiobacillus thiooxidans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariprofundus aestuarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrogenophilus thermoluteolus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177777777777778,0,0.0301168533911577,0,0,0,0.00673174015483002,0,0,0,0,0,0.0170852554245686,0.0343975734075487,0,0,0,0,0,0,0
"Campylobacter sp. CCUG 57310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter sp. RM5004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter sp. RM16192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter sp. RM12651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856898029134533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter mucosalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter showae",0,0,0,0,0,0,0,0,0,0,0,0.0398089171974522,0,0,0,0,0,0.0169902859410316,0,0.0108821540446635,0,0,0,0,0.0754716981132075,0,0,0,0,0,0,0.0355555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0.00934666791288906,0,0
"Campylobacter hyointestinalis",0.0857632933104631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Campylobacter blaseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter hepaticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter lanienae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter geochelonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0.740740740740741,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter ureolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0.011983223487118,0,0,0,0,0,0,0,0.00590737240075614,0.00569508514152287,0,0,0,0,0,0,0,0
"Campylobacter insulaenigrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Campylobacter iguaniorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter armoricus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arcobacter cloacae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348432055749129,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arcobacter aquimarinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arcobacter roscoffensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0.0691562932226833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aliarcobacter faecis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011983223487118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aliarcobacter cibarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100792226903461,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aliarcobacter thereius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476190476190476,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aliarcobacter lanthieri",0,0,0,0.0546746856205577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malaciobacter pacificus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476190476190476,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673174015483002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poseidonibacter parvus",0,0,0,0,0,0,0,0,0,0,0,0.0398089171974522,0,0,0,0.476190476190476,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0.00399440782903935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sulfurimonas sp. HSL-3221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Candidatus Sulfurimonas baltica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227409689926888,0,0,0,0,0,0,0,0,0,0,0
"uncultured Sulfurimonas sp.",0,0,0,0,0,0,0,0,0,0,0,0,0.0696378830083565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590737240075614,0,0,0,0,0,0,0,0,0
"Sulfurimonas xiamenensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter typhlonius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter bilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter acinonychis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolinella succinogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrogenimonas urashimensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135308842432853,0
"Sulfurospirillum diekertiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sulfurospirillum sp. 1612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitratiruptor tergarcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625410425591795,0,0,0,0,0,0,0
"Nitrosophilus kaiyonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123304562268804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio ferrophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01346348030966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio mangrovi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0.000777296717475962,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0.0120467413564631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudodesulfovibrio sp. zrk46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155459343495192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudodesulfovibrio portus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080633781522769,0,0,0,0,0,0,0,0,0,0,0,0.00135308842432853,0
"Pseudodesulfovibrio thermohalotolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673174015483002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salidesulfovibrio onnuriiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solidesulfovibrio magneticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403168907613845,0.00126455822658354,0,0,0,0,0,0,0,0,0,0,0,0
